pixman 0.43.4-1
pkgconf 2.1.1-1
plasma-activities 6.1.2-1
podofo 0.10.3-1
polkit 124-2
polkit-qt5 0.200.0-1
polkit-qt6 0.200.0-1
poppler 24.06.1-1
poppler-data 0.4.12-2
poppler-glib 24.06.1-1
poppler-qt5 24.06.1-1
poppler-qt6 24.06.1-1
popt 1.19-1
portaudio 1:19.7.0-2
potrace 1.16-3
procps-ng 4.0.4-3
proj 9.4.1-1
protobuf 27.2-1
prrte 3.0.6-1
psmisc 23.7-1
pulseaudio 17.0-3
purpose 6.3.0-1
purpose5 5.116.0-1
pybind11 2.13.1-1
python 3.12.4-1
python-algopy 0.5.7-2
python-annotated-types 0.7.0-1
python-anyio 4.4.0-1
python-apsw 3.45.2.0-2
python-argcomplete 3.1.2-1
python-argon2-cffi-bindings 21.2.0-5
python-argon2_cffi 23.1.0-2
python-arrow 1.3.0-3
python-asttokens 2.4.1-2
python-async-lru 2.0.4-3
python-async-timeout 4.0.3-4
python-atpublic 4.1.0-2
python-attrs 23.2.0-3
python-autocommand 2.2.2-6
python-babel 2.14.0-2
python-backcall 0.2.0-8
python-beautifulsoup4 4.12.3-2
python-blake3 0.4.1-1
python-blake3-debug 0.4.1-1
python-bleach 6.1.0-2
python-bottle 0.12.25-5
python-brotli 1.1.0-2
python-brotlicffi 1.1.0.0-2
python-build 1.2.1-3
python-cairo 1.26.1-1
python-cartopy 0.22.0-1
python-cartopy-debug 0.22.0-1
python-certifi 2024.07.04-1
python-cffi 1.16.0-2
python-cftime 1.6.4-1
python-chardet 5.2.0-2
python-charset-normalizer 3.3.2-2
python-click 8.1.7-3
python-cloudpickle 2.2.1-3
python-colorama 0.4.6-3
python-comm 0.2.2-2
python-contourpy 1.2.1-5
python-coverage 7.5.1-1
python-cramjam 2.8.3-3
python-cryptography 42.0.6-1
python-css-parser 1.0.10-2
python-cssselect 1.2.0-6
python-cycler 0.12.1-2
python-dask 2024.4.1-2
python-dateutil 2.9.0-5
python-decorator 5.1.1-4
python-defusedxml 0.7.1-6
python-distro 1.9.0-2
python-dnspython 1:2.6.1-1
python-docstring-to-markdown 0.15-2
python-entrypoints 0.4-4
python-executing 2.0.0-3
python-fastjsonschema 2.20.0-1
python-fastparquet 2024.5.0-2
python-faust-cchardet 2.1.19-2
python-feedparser 6.0.11-2
python-filelock 3.13.3-2
python-flufl-lock 8.1.0-2
python-fonttools 4.53.1-1
python-fqdn 1.5.1-3
python-fsspec 2024.6.1-1
python-future 1.0.0-1
python-gmpy2 2.2.0-1
python-gobject 3.48.2-1
python-h11 0.14.0-3
python-html2text 2024.2.26-1
python-html5-parser 0.4.12-2
python-html5lib 1.1-14
python-httpcore 1.0.5-1
python-httpx 0.27.0-1
python-hypothesis 6.105.0-1
python-idna 3.7-1
python-ifaddr 0.2.0-5
python-imageio 2.34.0-1
python-imageio-ffmpeg 0.4.9-1
python-importlib-metadata 7.1.0-1
python-inflate64 1.0.0-2
python-inflect 7.3.1-1
python-iniconfig 2.0.0-5
python-installer 0.7.0-8
python-ipykernel 6.29.5-1
python-ipython-genutils 0.2.0-3
python-isoduration 20.11.0-4
python-jaraco.context 4.3.0-4
python-jaraco.functools 4.0.1-1
python-jaraco.text 3.12.1-1
python-jedi 0.19.1-2
python-jeepney 0.8.0-3
python-jinja 1:3.1.4-1
python-joblib 1.3.2-2
python-json-logger 2.0.7-3
python-json5 0.9.25-2
python-jsonpointer 2.4-2
python-jsonschema 4.22.0-1
python-jsonschema-specifications 2023.12.1-2
python-jupyter-client 8.6.2-1
python-jupyter-core 5.7.2-2
python-jupyter-events 0.10.0-2
python-jupyter-server-terminals 0.5.3-2
python-jupyterlab-server 2.27.2-1
python-kiwisolver 1.4.5-3
python-lineprofiler 4.1.2-1
python-lineprofiler-debug 4.1.2-1
python-locket 1.0.0-4
python-lsp-jsonrpc 1.1.2-2
python-lsp-server 1.11.0-3
python-lxml 5.2.2-1
python-lxml-html-clean 0.1.1-2
python-markdown 3.6-3
python-markdown-it-py 3.0.0-2
python-markupsafe 2.1.5-2
python-matplotlib 3.8.4-2
python-matplotlib-inline 0.1.7-1
python-mdurl 0.1.2-5
python-mechanize 1:0.4.10-1
python-mistune 1:3.0.2-2
python-more-itertools 10.3.0-1
python-moviepy 1.0.3-4
python-mpmath 1.3.0-3
python-msgpack 1.0.5-2
python-multivolumefile 0.2.3-7
python-nest-asyncio 1.6.0-3
python-netcdf4 1.6.5-3
python-netifaces 0.11.0-5
python-networkx 3.3-1
python-numpy 2.0.0-1
python-numpy-stl 3.1.1-1
python-numpy-stl-debug 3.1.1-1
python-ordered-set 4.1.0-5
python-overrides 7.7.0-2
python-packaging 24.1-1
python-pandas 2.2.2-2
python-pandocfilters 1.5.1-2
python-parso 1:0.8.4-2
python-partd 1.4.1-2
python-pdftotext 2.2.2-6
python-pexpect 4.9.0-2
python-pickleshare 0.7.5-10
python-pillow 10.4.0-1
python-pip 24.1.2-1
python-pipx 1.6.0-1
python-platformdirs 4.2.2-1
python-pluggy 1.5.0-1
python-ply 3.11-13
python-pooch 1.8.2-1
python-proglog 0.1.10-1
python-prometheus_client 0.20.0-2
python-prompt_toolkit 3.0.47-1
python-psutil 6.0.0-1
python-ptyprocess 0.7.0-6
python-pure-eval 0.2.2-4
python-py7zr 0.21.1-1
python-pyarrow 16.1.0-4
python-pybcj 1.0.2-2
python-pychm 0.8.6-8
python-pycodestyle 2.11.1-2
python-pycparser 2.22-2
python-pycryptodome 3.20.0-2
python-pycryptodomex 3.20.0-1
python-pydantic 2.8.2-1
python-pydantic-core 1:2.20.1-1
python-pyfftw 0.13.1-3
python-pyfftw-debug 0.13.1-3
python-pygments 2.18.0-1
python-pyparsing 3.1.2-2
python-pyppmd 1.1.0-2
python-pyproj 3.6.1-2
python-pyproject-hooks 1.1.0-1
python-pyproject-metadata 0.8.0-1
python-pyqt6 6.7.0-4
python-pyqt6-sip 13.6.0-2
python-pyqt6-webengine 6.7.0-2
python-pyrsistent 0.19.3-4
python-pyshp 2.3.1-1
python-pytest 1:8.2.2-1
python-pytest-cov 5.0.0-1
python-pytest-mpl 0.16.1-4
python-pytest-runner 6.0.1-1
python-pytorch 2.3.1-4
python-pytz 2024.1-2
python-pyxdg 0.28-3
python-pyzmq 25.1.2-2
python-pyzstd 0.16.0-2
python-referencing 0.35.1-1
python-regex 2024.5.15-1
python-requests 2.32.3-1
python-rfc3339-validator 0.1.4-6
python-rfc3986-validator 0.1.1-4
python-rich 13.7.1-2
python-rpds-py 0.18.1-1
python-ruamel-yaml 0.18.6-2
python-ruamel.yaml.clib 0.2.8-2
python-scikit-learn 1.5.1-1
python-scipy 1.14.0-1
python-send2trash 1.8.2-2
python-setuptools 1:69.0.3-6
python-setuptools-scm 8.1.0-1
python-sgmllib3k 1.0.0-6
python-shapely 2.0.4-1
python-six 1.16.0-9
python-sklearn-pandas 2.2.0-4
python-sniffio 1.3.1-3
python-sortedcontainers 2.4.0-6
python-soupsieve 2.5-3
python-stack-data 0.6.3-2
python-sympy 1.13.0-1
python-tenacity 8.4.2-1
python-terminado 0.18.1-2
python-testpath 0.6.0-3
python-texttable 1.7.0-2
python-threadpoolctl 3.4.0-2
python-tinycss2 1.3.0-1
python-tomli 2.0.1-4
python-toolz 0.12.1-2
python-tornado 6.4.0-2
python-tqdm 4.66.4-1
python-traitlets 5.14.3-2
python-trove-classifiers 2024.5.22-1
python-typeguard 4.3.0-1
python-typing_extensions 4.12.2-1
python-ubelt 1.3.4-1
python-uc-micro-py 1.0.3-2
python-ujson 5.10.0-1
python-unrardll 0.1.7-2
python-uri-template 1.3.0-2
python-urllib3 1.26.18-3
python-userpath 1.9.2-2
python-utils 3.8.2-2
python-validate-pyproject 0.18-1
python-watchdog 2.3.0-3
python-wcwidth 0.2.13-2
python-webcolors 1.13-3
python-webencodings 0.5.1-11
python-websocket-client 1.8.0-1
python-websockets 12.0-2
python-wheel 0.43.0-4
python-xarray 2023.09.0-1
python-xdoctest 1.1.3-1
python-xxhash 3.4.1-3
python-yaml 6.0.1-4
python-zeroconf 0.63.0-2
python-zipp 3.18.1-2
python-zstandard 0.22.0-2
python2 2.7.18-10
python2-debug 2.7.18-10
qca-qt5 2.3.9-2
qca-qt6 2.3.9-2
qhull 2020.2-5
qrencode 4.1.1-3
qt5-base 5.15.14+kde+r141-1
qt5-declarative 5.15.14+kde+r28-1
qt5-doc 5.15.14-1
qt5-graphicaleffects 5.15.14-1
qt5-location 5.15.14+kde+r7-1
qt5-multimedia 5.15.14+kde+r2-1
qt5-quickcontrols 5.15.14-1
qt5-quickcontrols2 5.15.14+kde+r5-1
qt5-remoteobjects 5.15.14-1
qt5-sensors 5.15.14-1
qt5-speech 5.15.14+kde+r1-1
qt5-svg 5.15.14+kde+r5-1
qt5-tools 5.15.14+kde+r4-2
qt5-translations 5.15.14-1
qt5-wayland 5.15.14+kde+r58-1
qt5-webchannel 5.15.14+kde+r3-1
qt5-webengine 5.15.17-5
qt5-x11extras 5.15.14-1
qt5-xmlpatterns 5.15.14-1
qt6-5compat 6.7.2-1
qt6-base 6.7.2-1
qt6-declarative 6.7.2-1
qt6-imageformats 6.7.2-1
qt6-multimedia 6.7.2-1
qt6-multimedia-ffmpeg 6.7.2-1
qt6-positioning 6.7.2-1
qt6-shadertools 6.7.2-1
qt6-speech 6.7.2-1
qt6-svg 6.7.2-1
qt6-translations 6.7.2-1
qt6-wayland 6.7.2-2
qt6-webchannel 6.7.2-1
qt6-webengine 6.7.2-1
ranger 1.9.3-11
raptor 2.0.16-5
rav1e 0.7.1-1
re2 1:20240702-1
readline 8.2.010-1
recode 3.7.14-1
rhash 1.4.4-1
rtkit 0.13-2
rtmpdump 1:2.4.r105.6f6bb13-1
rubberband 3.3.0-1
ruby 3.0.6-1
ruby-abbrev 0.1.0-4
ruby-base64 0.1.1-4
ruby-benchmark 0.2.0-4
ruby-bigdecimal 3.1.2-4
ruby-bundledgems 3.0.6-1
ruby-bundler 2.5.11-1
ruby-cgi 0.3.6-1
ruby-csv 3.2.5-4
ruby-date 3.2.2-4
ruby-delegate 0.2.0-4
ruby-did_you_mean 1.6.1-4
ruby-digest 3.1.1-1
ruby-drb 2.1.0-5
ruby-english 0.7.1-5
ruby-erb 4.0.2-2
ruby-etc 1.3.0-6
ruby-fcntl 1.0.1-4
ruby-fiddle 1.1.0-4
ruby-fileutils 1.6.0-4
ruby-find 0.1.1-4
ruby-forwardable 1.3.2-6
ruby-getoptlong 0.1.1-3
ruby-io-console 0.5.11-3
ruby-io-nonblock 0.1.0-3
ruby-io-wait 0.2.3-4
ruby-ipaddr 1.2.4-3
ruby-irb 1.4.2-1
ruby-json 2.7.1-1
ruby-logger 1.5.1-3
ruby-minitest 5.20.0-1
ruby-mutex_m 0.1.1-3
ruby-net-http 0.2.2-2
ruby-open-uri 0.2.0-3
ruby-power_assert 2.0.3-1
ruby-psych 4.0.6-1
ruby-racc 1.6.0-3
ruby-rake 13.0.6-1
ruby-rdoc 6.4.0-4
ruby-reline 0.3.1-2
ruby-rexml 3.2.6-1
ruby-ruby2_keywords 0.0.5-1
ruby-stdlib 3.0.6-1
ruby-stringio 3.0.2-4
ruby-test-unit 3.6.1-1
ruby-time 0.2.0-4
ruby-tmpdir 0.1.2-3
ruby-uri 0.12.1-1
rubygems 3.3.25-1
ruff 0.5.1-1
sbc 2.0-1
sdl2 2.30.5-1
sed 4.9-3
semver 7.6.2-1
serd 0.32.2-1
sfsexp 1.4.1-1
shaderc 2024.1-1
shadow 4.16.0-1
shared-mime-info 2.4-1
signal-desktop 7.15.0-1
signon-kwallet-extension 24.05.2-1
signon-plugin-oauth2 0.25-3
signon-ui 0.17+20231016-2
signond 8.61-3
slack-desktop 4.38.115-1
slang 2.3.3-3
smbclient 4.20.2-1
snappy 1.1.10-1
solid 6.3.0-1
solid5 5.116.0-1
sonnet 6.3.0-1
sonnet5 5.116.0-1
sord 0.16.16-1
sound-theme-freedesktop 0.8-6
soundtouch 2.3.3-1
source-highlight 3.1.9-12
spandsp 0.0.6-5
spdlog 1.14.1-1
speech-dispatcher 0.11.5-2
speex 1.2.1-1
speexdsp 1.2.1-1
spirv-tools 2024.2-1
sqlite 3.46.0-1
sratom 0.6.16-1
srt 1.5.3-1
startup-notification 0.12-8
sublime-text-4 4.4169-2
sublime-text-4-debug 4.4169-2
sudo 1.9.15.p5-1
svt-av1 2.1.0-1
svt-hevc 1.5.1-3
syndication 6.3.0-1
syndication5 5.116.0-1
syntax-highlighting 6.3.0-1
systemd 256.2-1
systemd-libs 256.2-1
systemd-sysvcompat 256.2-1
t1lib 5.1.2-8
taglib 2.0.1-1
talloc 2.4.2-3
tar 1.35-2
tcl 8.6.14-4
tdb 1.4.10-3
teams 1.5.00.23861-1
tevent 1:0.16.1-3
texinfo 7.1-2
texlive-basic 2024.2-2
texlive-bin 2024.2-2
texlive-latex 2024.2-2
texlive-latexextra 2024.2-2
texlive-latexrecommended 2024.2-2
texlive-pictures 2024.2-2
texlive-xetex 2024.2-2
thin-provisioning-tools 1.0.12-1
threadweaver 6.3.0-1
threadweaver5 5.116.0-1
thrift 0.20.0-2
thunderbird 115.12.2-1
tinyxml2 10.0.0-1
tk 8.6.14-4
tpm2-tss 4.0.1-1
tracker3 3.7.3-2
tslib 1.23-1
ttf-liberation 2.1.5-1
twolame 0.4.0-4
tzdata 2024a-2
uchardet 0.0.8-2
udisks2 2.10.1-4
ums 14.0.2-1
ums-debug 14.0.2-1
unixodbc 2.3.12-2
unzip 6.0-21
upower 1.90.4-1
usbmuxd 1.1.1-4
util-linux 2.40.2-1
util-linux-libs 2.40.2-1
v4l-utils 1.26.1-1
vapoursynth R69-1
verdict 1.4.2-1
vi 1:070224-6
vid.stab 1.1.1-1
vim 9.1.0532-1
vim-plug 0.11.0-1
vim-runtime 9.1.0532-1
vim-youcompleteme-git r3097.f93c2e92-1
vlc 3.0.21-1
vmaf 3.0.0-1
volume_key 0.3.12-9
vulkan-headers 1:1.3.285-1
vulkan-icd-loader 1.3.285-1
vundle-git 0.10.2.629.b255382-1
wavpack 5.7.0-1
wayland 1.23.0-1
wayland-protocols 1.36-1
webkit2gtk 2.44.2-1
webp-pixbuf-loader 0.2.7-1
webrtc-audio-processing 0.3.1-4
webrtc-audio-processing-1 1.3-2
wget 1.24.5-3
whatsapp-for-linux-debug 1.6.4-1
which 2.21-6
wildmidi 0.4.6-1
wimlib 1.14.4-1
woeusb 5.2.4-1
woff2 1.0.2-5
wpa_supplicant 2:2.10-8
wpebackend-fdo 1.14.2-1
x264 3:0.164.r3108.31e19f9-2
x265 3.6-1
xapian-core 1:1.4.25-1
xbindkeys 1.8.7-4
xbindkeys_config-gtk2 0.1.4-1
xbitmaps 1.1.3-2
xcb-proto 1.17.0-2
xcb-util 0.4.1-2
xcb-util-cursor 0.1.5-1
xcb-util-image 0.4.1-3
xcb-util-keysyms 0.4.1-5
xcb-util-renderutil 0.3.10-2
xcb-util-wm 0.4.2-2
xcb-util-xrm 1.3-2
xdg-dbus-proxy 0.1.5-1
xdg-utils 1.2.1-1
xerces-c 3.2.5-2
xf86-input-libinput 1.4.0-2
xf86-input-wacom 1.2.2-1
xf86-video-vesa 2.6.0-2
xkeyboard-config 2.42-1
xorg-bdftopcf 1.1.1-1
xorg-docs 1.7.3-2
xorg-font-util 1.4.1-1
xorg-fonts-100dpi 1.0.4-2
xorg-fonts-75dpi 1.0.4-1
xorg-fonts-alias-100dpi 1.0.5-1
xorg-fonts-alias-75dpi 1.0.5-1
xorg-fonts-encodings 1.1.0-1
xorg-iceauth 1.0.10-1
xorg-mkfontscale 1.2.3-1
xorg-server 21.1.13-1
xorg-server-common 21.1.13-1
xorg-server-devel 21.1.13-1
xorg-server-xephyr 21.1.13-1
xorg-server-xnest 21.1.13-1
xorg-server-xvfb 21.1.13-1
xorg-sessreg 1.1.3-1
xorg-setxkbmap 1.3.4-1
xorg-smproxy 1.0.7-1
xorg-util-macros 1.20.1-1
xorg-x11perf 1.6.2-1
xorg-xauth 1.1.3-1
xorg-xbacklight 1.2.3-3
xorg-xcmsdb 1.0.6-1
xorg-xcursorgen 1.0.8-1
xorg-xdpyinfo 1.3.4-1
xorg-xdriinfo 1.0.7-1
xorg-xev 1.2.6-1
xorg-xgamma 1.0.7-1
xorg-xhost 1.0.9-1
xorg-xinit 1.4.2-1
xorg-xinput 1.6.4-1
xorg-xkbcomp 1.4.7-1
xorg-xkbevd 1.1.5-1
xorg-xkbprint 1.0.6-1
xorg-xkbutils 1.0.6-1
xorg-xkill 1.0.6-1
xorg-xlsatoms 1.1.4-1
xorg-xlsclients 1.1.5-1
xorg-xmodmap 1.0.11-1
xorg-xpr 1.2.0-1
xorg-xprop 1.2.7-1
xorg-xrandr 1.5.2-1
xorg-xrdb 1.2.2-1
xorg-xrefresh 1.1.0-1
xorg-xset 1.2.5-1
xorg-xsetroot 1.1.3-1
xorg-xvinfo 1.1.5-1
xorg-xwayland 24.1.1-1
xorg-xwd 1.0.9-1
xorg-xwininfo 1.1.6-1
xorg-xwud 1.0.6-1
xorgproto 2024.1-2
xournalpp 1.2.3-1
xterm 393-1
xvidcore 1.3.7-2
xxhash 0.8.2-1
xz 5.6.2-1
yajl 2.1.0-6
yarn 1.22.22-2
yay 12.3.5-1
yay-debug 12.3.5-1
zbar 0.23.93-1
zeromq 4.3.5-2
zimg 3.0.5-1
zip 3.0-11
zix 0.4.2-2
zlib 1:1.3.1-2
zoom 6.1.1-1
zstd 1.5.6-1
zvbi 0.2.42-1
zxing-cpp 2.2.1-1
zziplib 0.13.77-1
